pip fruit,shopping bags,root vegetables (25)
pip fruit,shopping bags,other vegetables (29)
pip fruit,shopping bags,whole milk (33)
pip fruit,sausage (106)
pip fruit,sausage,tropical fruit (30)
pip fruit,sausage,root vegetables (25)
pip fruit,sausage,soda (29)
pip fruit,sausage,yogurt (39)
pip fruit,sausage,rolls/buns (27)
pip fruit,sausage,other vegetables (36)
pip fruit,sausage,whole milk (55)
pip fruit,bottled water (104)
pip fruit,bottled water,tropical fruit (28)
pip fruit,bottled water,soda (26)
pip fruit,bottled water,yogurt (30)
pip fruit,bottled water,other vegetables (30)
pip fruit,bottled water,whole milk (45)
pip fruit,tropical fruit (201)
pip fruit,tropical fruit,root vegetables (52)
pip fruit,tropical fruit,root vegetables,other vegetables (33)
pip fruit,tropical fruit,root vegetables,whole milk (31)
pip fruit,tropical fruit,soda (38)
pip fruit,tropical fruit,yogurt (63)
pip fruit,tropical fruit,yogurt,other vegetables (35)
pip fruit,tropical fruit,yogurt,whole milk (37)
pip fruit,tropical fruit,rolls/buns (44)
pip fruit,tropical fruit,other vegetables (93)
pip fruit,tropical fruit,other vegetables,whole milk (47)
pip fruit,tropical fruit,whole milk (83)
pip fruit,root vegetables (153)
pip fruit,root vegetables,soda (28)
pip fruit,root vegetables,yogurt (52)
pip fruit,root vegetables,yogurt,other vegetables (29)
pip fruit,root vegetables,yogurt,whole milk (35)
pip fruit,root vegetables,rolls/buns (32)
pip fruit,root vegetables,other vegetables (80)
pip fruit,root vegetables,other vegetables,whole milk (54)
pip fruit,root vegetables,whole milk (88)
pip fruit,soda (131)
pip fruit,soda,yogurt (38)
pip fruit,soda,rolls/buns (35)
pip fruit,soda,other vegetables (46)
pip fruit,soda,other vegetables,whole milk (25)
pip fruit,soda,whole milk (49)
pip fruit,yogurt (177)
pip fruit,yogurt,rolls/buns (39)
pip fruit,yogurt,other vegetables (80)
pip fruit,yogurt,other vegetables,whole milk (50)
pip fruit,yogurt,whole milk (94)
pip fruit,rolls/buns (137)
pip fruit,rolls/buns,other vegetables (50)
pip fruit,rolls/buns,other vegetables,whole milk (26)
pip fruit,rolls/buns,whole milk (61)
pip fruit,other vegetables (257)
pip fruit,other vegetables,whole milk (133)
pip fruit,whole milk (296)
pastry (875)
pastry,citrus fruit (96)
pastry,citrus fruit,tropical fruit (26)
pastry,citrus fruit,yogurt (29)
pastry,citrus fruit,rolls/buns (30)
pastry,citrus fruit,other vegetables (32)
pastry,citrus fruit,whole milk (48)
pastry,shopping bags (117)
pastry,shopping bags,soda (41)
pastry,shopping bags,yogurt (27)
pastry,shopping bags,rolls/buns (25)
pastry,shopping bags,other vegetables (33)
pastry,shopping bags,whole milk (45)
pastry,sausage (123)
pastry,sausage,tropical fruit (29)
pastry,sausage,soda (34)
pastry,sausage,yogurt (42)
pastry,sausage,rolls/buns (38)
pastry,sausage,other vegetables (39)
pastry,sausage,whole milk (56)
pastry,bottled water (88)
pastry,bottled water,soda (29)
pastry,bottled water,yogurt (31)
pastry,bottled water,rolls/buns (30)
pastry,bottled water,other vegetables (28)
pastry,bottled water,whole milk (40)
pastry,tropical fruit (130)
pastry,tropical fruit,soda (31)
pastry,tropical fruit,yogurt (46)
pastry,tropical fruit,yogurt,whole milk (30)
pastry,tropical fruit,rolls/buns (40)
pastry,tropical fruit,other vegetables (50)
pastry,tropical fruit,whole milk (66)
pastry,root vegetables (108)
pastry,root vegetables,yogurt (37)
pastry,root vegetables,yogurt,whole milk (25)
pastry,root vegetables,rolls/buns (37)
pastry,root vegetables,other vegetables (58)
pastry,root vegetables,other vegetables,whole milk (30)
pastry,root vegetables,whole milk (56)
pastry,soda (207)
pastry,soda,yogurt (49)
pastry,soda,yogurt,whole milk (25)
pastry,soda,rolls/buns (53)
pastry,soda,other vegetables (54)
pastry,soda,other vegetables,whole milk (28)
pastry,soda,whole milk (81)
pastry,yogurt (174)
pastry,yogurt,rolls/buns (57)
pastry,yogurt,rolls/buns,whole milk (30)
pastry,yogurt,other vegetables (65)
pastry,yogurt,other vegetables,whole milk (40)
pastry,yogurt,whole milk (90)
pastry,rolls/buns (206)
pastry,rolls/buns,other vegetables (60)
pastry,rolls/buns,other vegetables,whole milk (27)
pastry,rolls/buns,whole milk (84)
pastry,other vegetables (222)
pastry,other vegetables,whole milk (104)
pastry,whole milk (327)
citrus fruit (814)
citrus fruit,shopping bags (96)
citrus fruit,shopping bags,other vegetables (29)
citrus fruit,shopping bags,whole milk (29)
citrus fruit,sausage (111)
citrus fruit,sausage,root vegetables (29)
citrus fruit,sausage,soda (32)
citrus fruit,sausage,yogurt (38)
citrus fruit,sausage,rolls/buns (25)
citrus fruit,sausage,other vegetables (44)
citrus fruit,sausage,whole milk (49)
citrus fruit,bottled water (133)
citrus fruit,bottled water,tropical fruit (41)
citrus fruit,bottled water,root vegetables (33)
citrus fruit,bottled water,soda (27)
citrus fruit,bottled water,yogurt (40)
citrus fruit,bottled water,rolls/buns (31)
citrus fruit,bottled water,other vegetables (50)
citrus fruit,bottled water,other vegetables,whole milk (29)
citrus fruit,bottled water,whole milk (58)
citrus fruit,tropical fruit (196)
citrus fruit,tropical fruit,root vegetables (56)
citrus fruit,tropical fruit,root vegetables,other vegetables (44)
citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk (31)
citrus fruit,tropical fruit,root vegetables,whole milk (35)
citrus fruit,tropical fruit,soda (34)
citrus fruit,tropical fruit,yogurt (62)
citrus fruit,tropical fruit,yogurt,other vegetables (31)
citrus fruit,tropical fruit,yogurt,whole milk (38)
citrus fruit,tropical fruit,rolls/buns (43)
citrus fruit,tropical fruit,other vegetables (89)
citrus fruit,tropical fruit,other vegetables,whole milk (49)
citrus fruit,tropical fruit,whole milk (89)
citrus fruit,root vegetables (174)
citrus fruit,root vegetables,soda (30)
citrus fruit,root vegetables,yogurt (48)
citrus fruit,root vegetables,yogurt,other vegetables (28)
citrus fruit,root vegetables,yogurt,whole milk (31)
citrus fruit,root vegetables,rolls/buns (34)
citrus fruit,root vegetables,other vegetables (102)
citrus fruit,root vegetables,other vegetables,whole milk (57)
citrus fruit,root vegetables,whole milk (90)
citrus fruit,soda (126)
citrus fruit,soda,yogurt (41)
citrus fruit,soda,rolls/buns (33)
citrus fruit,soda,other vegetables (41)
citrus fruit,soda,whole milk (44)
citrus fruit,yogurt (213)
citrus fruit,yogurt,rolls/buns (57)
citrus fruit,yogurt,rolls/buns,whole milk (26)
citrus fruit,yogurt,other vegetables (75)
citrus fruit,yogurt,other vegetables,whole milk (47)
citrus fruit,yogurt,whole milk (101)
citrus fruit,rolls/buns (165)
citrus fruit,rolls/buns,other vegetables (59)
citrus fruit,rolls/buns,other vegetables,whole milk (30)
citrus fruit,rolls/buns,whole milk (71)
citrus fruit,other vegetables (284)
citrus fruit,other vegetables,whole milk (128)
citrus fruit,whole milk (300)
shopping bags (969)
shopping bags,sausage (154)
shopping bags,sausage,bottled water (25)
shopping bags,sausage,soda (56)
shopping bags,sausage,yogurt (34)
shopping bags,sausage,rolls/buns (59)
shopping bags,sausage,other vegetables (53)
shopping bags,sausage,whole milk (32)
shopping bags,bottled water (108)
shopping bags,bottled water,soda (40)
shopping bags,bottled water,yogurt (28)
shopping bags,bottled water,rolls/buns (30)
shopping bags,bottled water,other vegetables (30)
shopping bags,tropical fruit (133)
shopping bags,tropical fruit,soda (36)
shopping bags,tropical fruit,yogurt (33)
shopping bags,tropical fruit,rolls/buns (33)
shopping bags,tropical fruit,other vegetables (47)
shopping bags,tropical fruit,whole milk (49)
shopping bags,root vegetables (126)
shopping bags,root vegetables,yogurt (29)
shopping bags,root vegetables,other vegetables (65)
shopping bags,root vegetables,other vegetables,whole milk (29)
shopping bags,root vegetables,whole milk (52)
shopping bags,soda (242)
shopping bags,soda,yogurt (42)
shopping bags,soda,rolls/buns (62)
shopping bags,soda,other vegetables (53)
shopping bags,soda,whole milk (67)
shopping bags,yogurt (150)
shopping bags,yogurt,rolls/buns (39)
shopping bags,yogurt,other vegetables (53)
shopping bags,yogurt,whole milk (52)
shopping bags,rolls/buns (192)
shopping bags,rolls/buns,other vegetables (52)
shopping bags,rolls/buns,whole milk (52)
shopping bags,other vegetables (228)
shopping bags,other vegetables,whole milk (75)
shopping bags,whole milk (241)
sausage (924)
sausage,bottled water (118)
sausage,bottled water,tropical fruit (27)
sausage,bottled water,soda (40)
sausage,bottled water,yogurt (39)
sausage,bottled water,rolls/buns (39)
sausage,bottled water,other vegetables (50)
sausage,bottled water,whole milk (37)
sausage,tropical fruit (137)
sausage,tropical fruit,root vegetables (35)
sausage,tropical fruit,root vegetables,whole milk (27)
sausage,tropical fruit,soda (39)
sausage,tropical fruit,yogurt (46)
sausage,tropical fruit,yogurt,whole milk (31)
sausage,tropical fruit,rolls/buns (37)
sausage,tropical fruit,other vegetables (59)
sausage,tropical fruit,other vegetables,whole milk (30)
sausage,tropical fruit,whole milk (71)
sausage,root vegetables (147)
sausage,root vegetables,soda (36)
sausage,root vegetables,yogurt (51)
sausage,root vegetables,yogurt,other vegetables (25)
sausage,root vegetables,yogurt,whole milk (32)
sausage,root vegetables,rolls/buns (49)
sausage,root vegetables,rolls/buns,whole milk (25)
sausage,root vegetables,other vegetables (67)
sausage,root vegetables,other vegetables,whole milk (34)
sausage,root vegetables,whole milk (76)
sausage,soda (239)
sausage,soda,yogurt (55)
sausage,soda,rolls/buns (95)
sausage,soda,rolls/buns,other vegetables (27)
sausage,soda,other vegetables (71)
sausage,soda,other vegetables,whole milk (26)
sausage,soda,whole milk (66)
sausage,yogurt (193)
sausage,yogurt,rolls/buns (59)
sausage,yogurt,rolls/buns,whole milk (27)
sausage,yogurt,other vegetables (80)
sausage,yogurt,other vegetables,whole milk (37)
sausage,yogurt,whole milk (86)
sausage,rolls/buns (301)
sausage,rolls/buns,other vegetables (87)
sausage,rolls/buns,other vegetables,whole milk (30)
sausage,rolls/buns,whole milk (92)
sausage,other vegetables (265)
sausage,other vegetables,whole milk (100)
sausage,whole milk (294)
bottled water (1087)
bottled water,tropical fruit (182)
bottled water,tropical fruit,root vegetables (45)
bottled water,tropical fruit,root vegetables,other vegetables (26)
bottled water,tropical fruit,root vegetables,whole milk (25)
bottled water,tropical fruit,soda (51)
bottled water,tropical fruit,yogurt (70)
bottled water,tropical fruit,yogurt,other vegetables (30)
bottled water,tropical fruit,yogurt,whole milk (36)
bottled water,tropical fruit,rolls/buns (53)
bottled water,tropical fruit,rolls/buns,whole milk (28)
bottled water,tropical fruit,other vegetables (61)
bottled water,tropical fruit,other vegetables,whole milk (35)
bottled water,tropical fruit,whole milk (79)
bottled water,root vegetables (154)
bottled water,root vegetables,soda (38)
bottled water,root vegetables,yogurt (38)
bottled water,root vegetables,rolls/buns (41)
bottled water,root vegetables,other vegetables (69)
bottled water,root vegetables,other vegetables,whole milk (39)
bottled water,root vegetables,whole milk (72)
bottled water,soda (285)
bottled water,soda,yogurt (73)
bottled water,soda,yogurt,rolls/buns (30)
bottled water,soda,yogurt,whole milk (28)
bottled water,soda,rolls/buns (67)
bottled water,soda,other vegetables (56)
bottled water,soda,whole milk (74)
bottled water,yogurt (226)
bottled water,yogurt,rolls/buns (70)
bottled water,yogurt,rolls/buns,other vegetables (25)
bottled water,yogurt,rolls/buns,whole milk (27)
bottled water,yogurt,other vegetables (80)
bottled water,yogurt,other vegetables,whole milk (39)
bottled water,yogurt,whole milk (95)
bottled water,rolls/buns (238)
bottled water,rolls/buns,other vegetables (72)
bottled water,rolls/buns,other vegetables,whole milk (26)
bottled water,rolls/buns,whole milk (86)
bottled water,other vegetables (244)
bottled water,other vegetables,whole milk (106)
bottled water,whole milk (338)
tropical fruit (1032)
tropical fruit,root vegetables (207)
tropical fruit,root vegetables,soda (37)
tropical fruit,root vegetables,yogurt (80)
tropical fruit,root vegetables,yogurt,rolls/buns (27)
tropical fruit,root vegetables,yogurt,other vegetables (49)
tropical fruit,root vegetables,yogurt,other vegetables,whole milk (35)
tropical fruit,root vegetables,yogurt,whole milk (56)
tropical fruit,root vegetables,rolls/buns (58)
tropical fruit,root vegetables,rolls/buns,other vegetables (35)
tropical fruit,root vegetables,rolls/buns,whole milk (37)
tropical fruit,root vegetables,other vegetables (121)
tropical fruit,root vegetables,other vegetables,whole milk (69)
tropical fruit,root vegetables,whole milk (118)
tropical fruit,soda (205)
tropical fruit,soda,yogurt (65)
tropical fruit,soda,yogurt,whole milk (31)
tropical fruit,soda,rolls/buns (53)
tropical fruit,soda,other vegetables (71)
tropical fruit,soda,other vegetables,whole milk (30)
tropical fruit,soda,whole milk (77)
tropical fruit,yogurt (288)
tropical fruit,yogurt,rolls/buns (86)
tropical fruit,yogurt,rolls/buns,other vegetables (37)
tropical fruit,yogurt,rolls/buns,other vegetables,whole milk (25)
tropical fruit,yogurt,rolls/buns,whole milk (48)
tropical fruit,yogurt,other vegetables (121)
tropical fruit,yogurt,other vegetables,whole milk (75)
tropical fruit,yogurt,whole milk (149)
tropical fruit,rolls/buns (242)
tropical fruit,rolls/buns,other vegetables (77)
tropical fruit,rolls/buns,other vegetables,whole milk (40)
tropical fruit,rolls/buns,whole milk (108)
tropical fruit,other vegetables (353)
tropical fruit,other vegetables,whole milk (168)
tropical fruit,whole milk (416)
root vegetables (1072)
root vegetables,soda (183)
root vegetables,soda,yogurt (47)
root vegetables,soda,rolls/buns (48)
root vegetables,soda,rolls/buns,other vegetables (27)
root vegetables,soda,other vegetables (81)
root vegetables,soda,other vegetables,whole milk (44)
root vegetables,soda,whole milk (80)
root vegetables,yogurt (254)
root vegetables,yogurt,rolls/buns (71)
root vegetables,yogurt,rolls/buns,other vegetables (41)
root vegetables,yogurt,rolls/buns,whole milk (46)
root vegetables,yogurt,other vegetables (127)
root vegetables,yogurt,other vegetables,whole milk (77)
root vegetables,yogurt,whole milk (143)
root vegetables,rolls/buns (239)
root vegetables,rolls/buns,other vegetables (120)
root vegetables,rolls/buns,other vegetables,whole milk (61)
root vegetables,rolls/buns,whole milk (125)
root vegetables,other vegetables (466)
root vegetables,other vegetables,whole milk (228)
root vegetables,whole milk (481)
soda (1715)
soda,yogurt (269)
soda,yogurt,rolls/buns (85)
soda,yogurt,rolls/buns,other vegetables (33)
soda,yogurt,rolls/buns,whole milk (28)
soda,yogurt,other vegetables (82)
soda,yogurt,other vegetables,whole milk (43)
soda,yogurt,whole milk (103)
soda,rolls/buns (377)
soda,rolls/buns,other vegetables (97)
soda,rolls/buns,other vegetables,whole milk (43)
soda,rolls/buns,whole milk (87)
soda,other vegetables (322)
soda,other vegetables,whole milk (137)
soda,whole milk (394)
yogurt (1372)
yogurt,rolls/buns (338)
yogurt,rolls/buns,other vegetables (113)
yogurt,rolls/buns,other vegetables,whole milk (59)
yogurt,rolls/buns,whole milk (153)
yogurt,other vegetables (427)
yogurt,other vegetables,whole milk (219)
yogurt,whole milk (551)
rolls/buns (1809)
rolls/buns,other vegetables (419)
rolls/buns,other vegetables,whole milk (176)
rolls/buns,whole milk (557)
other vegetables (1903)
other vegetables,whole milk (736)
whole milk (2513)
